33,4271,0.47885996,0.49476019,0.42748976
4271,9326,0.55101305,0.49610096,0.35775176
9326,12262,0.310943,0.30956811,0.49903139
12262,80380,0.29140553,0.20281349,0.33785555
80380,82933,0.52278626,0.20569669,0.47401556
82933,146229,0.30616888,0.32734042,0.14913182
146229,296813,0.648895,0.57414448,0.50138652
296813,326176,0.25350067,0.27764586,0.13865842
326176,351134,0.33262315,0.39087775,0.33133227
351134,425141,0.45845342,0.50598568,0.62974346
425141,677010,0.23900807,0.22337094,0.17290847
677010,680313,0.50043565,0.60620368,0.4131363
680313,682515,0.3734324,0.28392088,0.37003532
682515,700917,0.23529537,0.21884729,0.13946438
700917,951117,0.27540976,0.2859889,0.20734118
951117,960493,0.30629605,0.29317686,0.23606491
960493,993759,0.2612043,0.23311463,0.16204292
993759,1040873,0.28786013,0.29677644,0.21400024
1040873,1046195,0.44359472,0.42598027,0.33524135
1046195,1050132,0.245507,0.36867619,0.26963723
1050132,1129745,0.20597604,0.22106008,0.24273399
1129745,1132882,0.41327065,0.50541413,0.32637122
1132882,1133933,0.26503298,0.25342107,0.20862602
1133933,1137987,0.42374071,0.5935486,0.33753949
1137987,1145344,0.42220539,0.27660856,0.26424605
1145344,1175791,0.49209046,0.56294996,0.39468816
1175791,1321387,0.26008359,0.18706419,0.16032465
1321387,1323722,0.24490659,0.23932323,0.21544591
1323722,1420803,0.64903468,0.57534462,0.50138652
1420803,1426809,0.44700369,0.44155508,0.34230542
1426809,1448981,0.40433809,0.35087204,0.2972402
1448981,1449498,0.42366681,0.49393412,0.44004381
1449498,1461694,0.56367952,0.72002578,0.38277602
1461694,1517449,0.32307097,0.12505443,0.15040532
1517449,1520936,0.52777272,0.64919931,0.31883276
1520936,1566765,0.29141003,0.17441842,0.28335154
1566765,1575357,0.28620583,0.29536051,0.34446287
1575357,1605871,0.25670847,0.15875845,0.1690485
1605871,1610142,0.34529412,0.3161706,0.28250894
1610142,1611477,0.4470391,0.40685874,0.40999469
1611477,1614730,0.53455567,0.681531,0.42969263
